name,address_line_1,city,state,zipcode,phone,email,website,hours
Annettemouth Clinic,798 Thompson Turnpike,Annettemouth,OK,80514,9326880965,sarahbarrera@example.net,https://benson.biz/,Mo - Su 8:00 - 18:00
Annetteland Medical,71219 David Ford,Annetteland,TX,20639,3045596043,haynesharold@example.net,https://www.smith-price.com/,Mo - Su 8:00 - 17:00
Nicholasview Medical Center,87109 Julie Curve Suite 050,Nicholasview,TX,32022,3768287755,gmorris@example.org,http://davis.com/,Mo - Su 10:00 - 19:00
Nguyenstad Medical Center,4651 Perry Circle,Nguyenstad,VA,41772,5703637825,spencer04@example.org,http://stevens-elliott.com/,Mo - Su 9:00 - 19:00
New Markchester Clinic,007 Townsend Bypass,New Markchester,WY,04629,8638028514,andersonmichael@example.com,https://sellers.info/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
South Courtney Medical Clinic,98756 Crystal View Apt. 006,South Courtney,KY,94887,9863064240,rosariojose@example.net,https://moore.com/,Mo - Su 8:00 - 19:00
Scottfurt Medical,88130 James Landing Suite 731,Scottfurt,CA,82396,6169398387,charleswhitehead@example.com,http://thornton.org/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
South Samanthaview University Medical Group,885 Wilson Port,South Samanthaview,CA,22971,8556316482,brandyyoung@example.com,http://mcdowell-aguirre.com/,Mo - Su 7:00 - 17:00
Port Robertburgh Memorial Hospital,02423 Thompson Flat Suite 358,Port Robertburgh,ME,32811,6815716250,mccarthyjennifer@example.net,http://www.rivera.com/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
Hendrickshaven Health Center,63577 Sanchez Vista,Hendrickshaven,VA,51629,9196127752,davidflores@example.org,http://gomez.org/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
West Stephaniemouth Medical Clinic,5704 Smith Branch,West Stephaniemouth,NJ,57394,2612885145,lthomas@example.net,https://orr.com/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
Jamesview Health Center,718 Harrison Well,Jamesview,AK,35989,8285437015,ericwatson@example.net,http://frazier-ross.com/,Mo - Su 7:00 - 16:00
Wilkinsonborough Group,6396 Leonard Landing Suite 061,Wilkinsonborough,IN,37549,1599020750,carolinelopez@example.com,http://watson.com/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
Zacharyview Medical Center,8695 James Ford Apt. 248,Zacharyview,IN,19081,5563646163,anthony05@example.net,http://www.thompson-castillo.com/,Mo - Su 7:00 - 17:00
North Mary Medical,84279 Mcdonald Skyway,North Mary,MO,44436,2668772023,emily04@example.org,https://smith.com/,Mo - Su 10:00 - 18:00
East Ann Medical Center,21197 Christopher Passage Apt. 018,East Ann,LA,58414,4550493525,bettythompson@example.org,https://www.rojas-brown.com/,Mo - Su 7:00 - 19:00
East Sethbury Clinic,2342 James Lake Suite 729,East Sethbury,PA,49551,5745952860,welliott@example.net,https://www.adams.biz/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
Sanchezfurt Medical Center,40101 Maxwell Rapids Suite 878,Sanchezfurt,AR,81484,1181985253,kellyeric@example.net,http://wilson.com/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
Swansonberg Group,7640 Ariana Mews,Swansonberg,IA,30404,1841242173,omanning@example.net,https://www.winters-bolton.com/,Mo - Su 10:00 - 16:00
Cranechester University Medical Group,7976 Miller Harbors Suite 837,Cranechester,CT,30064,3862890164,craigwhite@example.com,https://marsh.biz/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
Jameschester Group,834 Valdez Fields,Jameschester,AL,52696,3908149146,christinewarren@example.com,http://www.carlson.org/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
West Christopher Group,547 Ballard Roads,West Christopher,DE,61086,3262131454,mcclainlaura@example.com,https://mckenzie.com/,Mo - Su 10:00 - 18:00
North Jamie Health,1805 Quinn Harbors Suite 406,North Jamie,DC,31310,9039947283,cbenson@example.com,https://wise-mills.org/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
Lake Nancy Medical Center,55467 Deborah Ferry Suite 212,Lake Nancy,CA,83611,7065941709,theodoreconway@example.com,http://hoffman.com/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
East Michael Medical Center,2753 Carlson Prairie Apt. 685,East Michael,FM,92119,8641202896,brian99@example.net,http://www.wilson.com/,Mo - Su 8:00 - 19:00
Chadside Medical Center,1772 Bryan Lock Apt. 581,Chadside,TX,46337,9674061628,smithjonathan@example.net,http://richardson-dixon.com/,Mo - Su 10:00 - 16:00
North Nathan Medical Clinic,458 Dwayne Forge,North Nathan,WI,66114,1907396419,avelazquez@example.org,https://www.brooks.biz/,Mo - Su 9:00 - 19:00
Morenoville Medical Center,225 Michael Rue Apt. 733,Morenoville,AL,28518,8971201509,robinperez@example.com,https://www.kane-carter.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
New Annatown University Medical Group,35322 Courtney Well,New Annatown,MH,64370,2122764883,melissa13@example.com,https://www.roman.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Josefurt University Medical Group,438 Salinas Motorway,Josefurt,SC,78218,9193096421,uwilson@example.org,http://garcia.com/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
Hamptontown Medical,5195 Robertson Rest Suite 656,Hamptontown,CT,43631,1326481311,travis07@example.org,https://peterson.com/,Mo - Su 10:00 - 16:00
Rogershaven Health Center,90734 Andrea Hills Suite 753,Rogershaven,SC,27297,3277018343,kevin06@example.net,http://allen.com/,Mo - Su 7:00 - 17:00
West Jason Clinic,075 Palmer Station,West Jason,SC,67252,5658577372,rebeccajoseph@example.net,http://gilmore.com/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
North Christian Memorial Hospital,142 Anderson Overpass,North Christian,TN,20167,3830148653,samanthajones@example.net,http://arroyo.net/,Mo - Su 9:00 - 19:00
East Cassandraborough Memorial Hospital,104 Jeremiah Ports Apt. 624,East Cassandraborough,SC,40493,1640324503,charlesfrye@example.org,https://holmes.net/,Mo - Su 10:00 - 18:00
Port Williamfurt University Medical Group,5086 Kimberly Glens Apt. 478,Port Williamfurt,NH,44192,7909380160,kcobb@example.com,https://www.mitchell-reynolds.net/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
North Theresamouth Medical Center,830 Long Stravenue Suite 999,North Theresamouth,GU,77120,4247104409,nramos@example.net,https://stokes-haley.com/,Mo - Su 8:00 - 17:00
Johnsonport University Medical Group,21259 Susan Well,Johnsonport,PR,48053,9608317379,stephanie01@example.net,https://www.lynch-keller.biz/,Mo - Su 8:00 - 17:00
Derrickside Medical Clinic,896 Barrett Well Apt. 886,Derrickside,CA,17360,6706399993,castillodaniel@example.com,https://www.vasquez.biz/,Mo - Su 10:00 - 18:00
Curtisview Medical Clinic,349 David Dam,Curtisview,CA,07388,6073214148,sandra72@example.com,http://www.mathews.biz/,Mo - Su 10:00 - 17:00
South Janice Medical Clinic,099 Erik Glens Suite 435,South Janice,TN,89928,1743512220,jameshill@example.net,http://www.burgess.biz/,Mo - Su 9:00 - 16:00
East Kimberly Memorial Hospital,16445 Matthews Locks,East Kimberly,ND,92242,9982266001,carlsonbrooke@example.net,https://gregory-shelton.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Davisport Health,027 Porter Mission Apt. 113,Davisport,KS,90518,2149758060,tescobar@example.net,http://hall-white.com/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
Port Whitneyport Clinic,013 Mary Station Suite 340,Port Whitneyport,MP,75580,2741869283,cruzkristina@example.net,https://wilson.org/,Mo - Su 7:00 - 16:00
West Stevenshire Memorial Hospital,361 Johnson Islands,West Stevenshire,GA,21897,7445975652,holmeskristina@example.org,http://www.davila-white.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Lake Ericashire Medical,81829 Jeffrey Center Suite 095,Lake Ericashire,CO,87428,2476506656,ghall@example.net,http://www.clayton.com/,Mo - Su 9:00 - 16:00
Freemanchester University Medical Group,386 Dennis Throughway,Freemanchester,CA,72009,6982601760,mathew88@example.com,http://www.johnson.com/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
Port Angelaport Health,2817 Smith Point,Port Angelaport,HI,60085,8230905928,marcgonzalez@example.com,http://green.net/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Lake Brian Health,6644 Kenneth Mill Suite 880,Lake Brian,VA,07097,5745593531,colleenanderson@example.net,http://www.mccall.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Coopershire Health Center,74790 Brianna Extensions Suite 009,Coopershire,RI,15984,1292825624,annjackson@example.com,http://downs.com/,Mo - Su 8:00 - 16:00
Marychester Health Center,630 Mathews Gardens,Marychester,VA,43691,2876189403,scottthompson@example.net,http://murphy-walker.com/,Mo - Su 9:00 - 19:00
Port Thomas Medical Clinic,088 Elijah Port Suite 635,Port Thomas,IA,05407,4984235445,stephen27@example.net,https://phillips-garcia.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
Lisaside University Medical Group,7721 Porter Course Apt. 991,Lisaside,OR,26721,4635950139,jamesortiz@example.com,http://www.jackson.info/,Mo - Su 8:00 - 17:00
New Robert University Medical Group,2864 Pamela Estates,New Robert,HI,19686,1278887282,christina90@example.com,http://paul.com/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
Port Beth Medical,18693 Jeremy Crest Suite 611,Port Beth,NH,19863,1295215908,cameron26@example.net,http://nguyen.com/,Mo - Su 10:00 - 17:00
Andresburgh Medical Center,58863 Murray Isle Suite 297,Andresburgh,WI,39401,8616571647,btaylor@example.com,http://www.robinson-rogers.com/,Mo - Su 9:00 - 19:00
Lake Paul Medical,1143 Washington Well Suite 551,Lake Paul,SC,08580,5937123358,lbailey@example.org,http://www.winters-preston.info/,Mo - Su 10:00 - 19:00
New Debraland Medical Clinic,1678 Christina Island Apt. 015,New Debraland,MH,83737,3298032221,steven37@example.net,http://mendoza-owens.com/,Mo - Su 8:00 - 16:00
Janetmouth Health,394 Jeffery Burgs Apt. 413,Janetmouth,DC,73993,5910242597,vanessa17@example.com,https://www.lucas.info/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Stewartside Memorial Hospital,5726 Jones Landing Apt. 875,Stewartside,TX,35691,5582765818,michael93@example.org,http://www.peters.com/,Mo - Su 10:00 - 18:00
Port Thomasshire Group,95033 Gibbs Isle,Port Thomasshire,DE,11568,2705067459,jonathansims@example.org,http://www.long-wood.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Port Leslie Group,73542 Pena Views Suite 890,Port Leslie,IA,53370,3360885848,daniel38@example.net,http://www.robinson.info/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
Amyberg Health,039 Garcia Manors Apt. 343,Amyberg,MI,87890,5474146732,staffordjames@example.net,https://clark-cruz.com/,Mo - Su 8:00 - 19:00
Bellside Memorial Hospital,887 Henderson Isle Apt. 591,Bellside,WI,83176,6643779048,fpaul@example.org,http://melton-williams.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
South Michelle Health Center,108 Ward Ville Suite 026,South Michelle,WV,56488,6452075646,courtney89@example.net,http://www.andrews-kim.com/,"Mo - Fr 7:00 - 17:00, Sa - Su Closed"
Port Stevenstad Medical Clinic,281 Laurie Via Suite 849,Port Stevenstad,MO,75218,4718620880,reneejones@example.net,http://www.smith.org/,Mo - Su 7:00 - 17:00
North Nicoleside Medical,00621 Graves Ranch Suite 719,North Nicoleside,DC,98456,4547170625,ycollins@example.net,https://randall-franklin.org/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Gonzalezberg Health,5370 Roberts Trail,Gonzalezberg,VT,90793,7396377287,matthew24@example.net,http://calderon.com/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
West Jacqueline University Medical Group,8575 Patricia Isle,West Jacqueline,NH,23235,5195284656,fernandezstephanie@example.org,https://smith-glenn.com/,Mo - Su 7:00 - 17:00
North Amymouth Memorial Hospital,48015 Cynthia Valleys,North Amymouth,NH,65333,3136026057,catherine10@example.net,https://kramer.org/,Mo - Su 8:00 - 18:00
East Shanechester Medical Center,94248 Evans Crescent Suite 332,East Shanechester,CA,26796,4876908036,bautistaalexander@example.org,http://martinez-gomez.info/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
New Robert Health,61041 Jimenez Canyon,New Robert,IA,83238,8059377110,melissastewart@example.com,http://wood.com/,Mo - Su 9:00 - 19:00
Lake Adamberg Group,822 Atkins Club Suite 331,Lake Adamberg,MT,33868,6567820829,ledwards@example.com,http://www.martinez-phelps.net/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
Chadfurt Memorial Hospital,673 Robles Center,Chadfurt,DC,61615,4691559613,jamesadams@example.net,https://roth-johnston.info/,Mo - Su 7:00 - 19:00
South Rachelview Medical Clinic,5553 Ryan Common,South Rachelview,CT,94988,1397147865,roy72@example.com,http://hernandez.com/,Mo - Su 10:00 - 17:00
Brownville Memorial Hospital,6525 Taylor Drives Apt. 073,Brownville,OK,99604,9558917983,michaelvaldez@example.org,http://www.lewis.biz/,Mo - Su 7:00 - 17:00
Jacquelineshire University Medical Group,1381 Ramirez Village,Jacquelineshire,UT,95892,8095562345,williamsandrew@example.com,https://moore.com/,Mo - Su 7:00 - 16:00
Matthewberg Memorial Hospital,931 Smith Summit Suite 539,Matthewberg,AK,62901,1206414681,sara70@example.net,https://www.smith.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
Jasonshire Memorial Hospital,62874 Jonathan Tunnel Suite 052,Jasonshire,FL,99590,4080412340,lopezelizabeth@example.net,http://erickson.org/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
Lake Tonya Medical Clinic,985 Newman Place Apt. 183,Lake Tonya,ME,91236,7186447565,baileyallen@example.org,https://www.gates-horne.com/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
South Sean Medical Clinic,6422 Tiffany Point Suite 871,South Sean,IN,78579,9635271987,jason34@example.com,https://www.howard-buchanan.com/,Mo - Su 7:00 - 19:00
East Jessicamouth Medical Center,458 Kristina Mountain Suite 188,East Jessicamouth,UT,03006,3171109054,rmckinney@example.org,https://dixon.com/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
Michellemouth Memorial Hospital,85535 Jones Lane,Michellemouth,MD,67028,5872074936,christymorgan@example.net,https://www.payne.com/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
South Leslie Medical Clinic,191 Andrea Glens,South Leslie,ID,68887,8825249273,briankaiser@example.org,https://www.stanton-wang.info/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
Crawfordville University Medical Group,569 Julie Grove,Crawfordville,AZ,65305,7421415676,rubiopatricia@example.net,http://johnson.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Lake William Group,140 Larry Park Suite 318,Lake William,AZ,90285,6863916225,lcasey@example.org,https://shah-turner.com/,Mo - Su 7:00 - 19:00
Thomasbury Memorial Hospital,582 Bruce Ford,Thomasbury,VI,28176,5066965959,james72@example.com,https://hughes.biz/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
West Carla Medical Center,815 Hale Unions,West Carla,SD,64820,7684223348,perezbrittney@example.net,https://www.hamilton-martin.com/,Mo - Su 8:00 - 17:00
Weberfurt Medical,7587 Montgomery Point Suite 276,Weberfurt,IN,88730,2215054130,lisa54@example.org,http://mullins-simon.com/,Mo - Su 8:00 - 16:00
Lake Kristin Health Center,6169 James Trace Suite 990,Lake Kristin,KS,11600,7909653219,langandrew@example.org,https://www.mora.info/,Mo - Su 10:00 - 16:00
Hinesside University Medical Group,0175 Hayes Springs,Hinesside,VA,37078,6586159333,jonathan48@example.net,http://www.gibson-johnson.info/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
East Christian Group,531 Nicole Squares Suite 792,East Christian,CT,48556,4678066704,joshuamurphy@example.com,http://ortiz-anderson.biz/,Mo - Su 10:00 - 16:00
South Debbie Health,2644 Martinez Point,South Debbie,SC,01142,3975143544,mackbryan@example.com,http://www.shepherd.com/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
North Johnhaven Memorial Hospital,8146 Edward Mission Apt. 947,North Johnhaven,NY,03457,6550711979,kcarr@example.com,http://richardson.com/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
Edwardchester Medical,61388 Bradley Curve,Edwardchester,CT,74137,1763101728,iayers@example.net,http://green.com/,"Mo - Fr 7:00 - 17:00, Sa - Su Closed"
Lindsaymouth Health Center,3697 Castro Mill Apt. 268,Lindsaymouth,ME,64822,2846521638,xarmstrong@example.org,http://cunningham-skinner.com/,Mo - Su 10:00 - 18:00
Rhondaburgh Memorial Hospital,9096 Charles Cliffs,Rhondaburgh,WY,24065,9199226444,ashleyyoung@example.net,http://www.gonzales-baker.com/,Mo - Su 9:00 - 18:00
Lake Johnchester Medical Center,50146 Miller Loop,Lake Johnchester,MI,95922,5623171946,brandon70@example.net,https://www.simmons.biz/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Larachester Medical Clinic,307 Karen Centers Apt. 567,Larachester,ME,53306,5721131535,johnsonlonnie@example.net,http://www.smith.org/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
East Angelashire Medical,6965 Hayden Ford Apt. 006,East Angelashire,KY,67418,6332370562,bsmith@example.org,https://morgan-morgan.com/,Mo - Su 9:00 - 18:00
East Brandon Group,497 Sampson Harbors Apt. 771,East Brandon,LA,09446,7418031226,karaphillips@example.com,http://werner.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
Donaldmouth Group,731 Hughes Crest Suite 360,Donaldmouth,OK,69502,9191254687,umoran@example.com,https://fowler-hickman.com/,Mo - Su 7:00 - 19:00
Lake Brittanyville Health Center,66328 Evans Port,Lake Brittanyville,VT,37179,1489413581,gyoung@example.com,http://ramsey.com/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
East Richardstad Group,659 Kristen Burgs,East Richardstad,GU,45903,8811398239,ashleymills@example.net,http://brooks.net/,Mo - Su 10:00 - 18:00
North Wendyberg Health Center,488 Henderson Valleys Suite 110,North Wendyberg,FL,52309,3845382855,dballard@example.org,http://www.rios.biz/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
Alexville Health Center,2198 Molly Springs Suite 683,Alexville,WI,90551,5758175746,dylanpetty@example.org,http://www.reyes.net/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Jeremytown Medical Clinic,93615 Cantu Skyway,Jeremytown,MP,57752,2337501914,millerrhonda@example.org,http://lindsey.com/,Mo - Su 10:00 - 18:00
Hunterfurt Clinic,2602 Stevens Canyon,Hunterfurt,MH,45885,7411258715,alvarezcarrie@example.net,http://www.henderson.com/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
Candaceberg Medical Center,54659 Willis Cliff,Candaceberg,GU,96132,4661903723,michael38@example.org,http://www.craig-miller.net/,Mo - Su 10:00 - 19:00
North Kellyville Medical Center,388 Jensen Trail Suite 179,North Kellyville,ND,56406,5372078334,tyler65@example.com,http://acevedo-flynn.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
New Randall Medical Center,969 Jeffrey Valleys Suite 560,New Randall,DE,32018,7155669958,brittany25@example.com,http://www.callahan-lucas.com/,Mo - Su 9:00 - 18:00
East Bradleyborough Medical Center,5770 Wise Vista,East Bradleyborough,PA,42198,5637410445,nicholas05@example.com,https://www.graham-hickman.com/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
North Rachelton Medical Clinic,4473 Jeffrey Islands,North Rachelton,ME,07466,2842506793,kelly99@example.net,http://robinson.com/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
Hannahton Memorial Hospital,67086 Fitzgerald Lakes Suite 021,Hannahton,IL,00808,7648907927,ashleemckee@example.com,http://wise.com/,Mo - Su 9:00 - 17:00
Pittmanchester Medical Center,127 House Crossroad Apt. 049,Pittmanchester,MH,82150,5577682640,xwoods@example.net,https://miller-williams.com/,"Mo - Fr 10:00 - 19:00, Sa - Su Closed"
Forbesmouth Health,166 Hernandez Harbors Apt. 489,Forbesmouth,PA,68957,8167974840,jenniferpoole@example.org,http://thomas.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
North Kevin Medical,6005 Garcia Extensions,North Kevin,NE,73968,1381905555,higginsjason@example.com,http://www.mason.net/,Mo - Su 9:00 - 17:00
Roberttown Medical,53691 Reeves Park,Roberttown,LA,96077,3038083170,diazjohnny@example.org,http://www.berry-hull.info/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
South Scottview Health Center,94479 Vanessa Ways,South Scottview,PR,29294,1020587079,zimmermannicholas@example.org,http://www.martin.biz/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
Spenceshire Group,047 Alan Wall Suite 367,Spenceshire,WA,67621,7585214659,margaretscott@example.org,http://griffin-vasquez.com/,Mo - Su 10:00 - 18:00
Danamouth Health Center,38616 Gregory Throughway,Danamouth,MO,60869,1295408609,kimberlyvelez@example.net,http://dunn.net/,Mo - Su 7:00 - 18:00
Lake Michelleport University Medical Group,92149 Heather Forge Suite 099,Lake Michelleport,FL,09449,3592336493,sarahthompson@example.org,https://torres.com/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
Littlehaven Group,6621 Arnold Streets Suite 626,Littlehaven,FM,22454,7574510379,lindseyroth@example.com,http://walter.com/,Mo - Su 7:00 - 17:00
Lake Reginald Health,84529 Martin Parks Suite 116,Lake Reginald,NM,42727,9853065025,christopherharrison@example.org,http://www.curry-murphy.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
East Dawn Group,1890 Laura Ways,East Dawn,NC,16639,3668821392,noah52@example.net,https://sparks.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Freemanview Clinic,7498 Melissa Gateway Suite 101,Freemanview,LA,14344,2599420843,ipittman@example.org,https://fleming.com/,Mo - Su 8:00 - 18:00
Perezshire Medical Clinic,027 Jessica Shores,Perezshire,DE,66717,7183451411,garrettelizabeth@example.org,https://www.benson.com/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
Johnston Clinic,930 Jessica View Suite 196,Johnston,WV,02741,2721270549,john34@example.net,http://www.lawrence-jackson.net/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
Lake Mary Medical,2247 Matthew Glens,Lake Mary,NE,90278,4497596693,cynthiabauer@example.com,http://beasley-thomas.com/,Mo - Su 7:00 - 17:00
Haasstad Memorial Hospital,66430 Sullivan Landing Suite 869,Haasstad,DE,56446,7039430673,alyssa18@example.net,https://gomez.com/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
Kellyfort Medical,20000 Toni Curve Apt. 240,Kellyfort,CT,94171,5177729187,rodgersjulia@example.net,https://www.doyle.com/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
North Jennifer University Medical Group,225 Bill Mill,North Jennifer,CT,78465,9698190731,hendersonsteven@example.com,http://travis.com/,Mo - Su 7:00 - 16:00
North Christopher University Medical Group,72724 Melinda Drive,North Christopher,KS,06005,9909246883,devin71@example.org,http://www.brown.com/,"Mo - Fr 9:00 - 18:00, Sa - Su Closed"
Lake Cynthiaside University Medical Group,74987 William Vista,Lake Cynthiaside,PW,47867,4108724489,mendozakatherine@example.com,https://www.webb-harris.com/,Mo - Su 9:00 - 16:00
South Russell Medical,1124 Patterson River,South Russell,CO,69008,3313320987,kristin34@example.net,https://www.maynard.org/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
Andersonfurt Medical Clinic,6790 Carrie Neck Apt. 903,Andersonfurt,AS,91638,5953229525,williamskimberly@example.net,http://joyce.com/,Mo - Su 10:00 - 16:00
Darrelltown Health Center,959 Katherine Points,Darrelltown,RI,17991,4129371131,lindabaker@example.org,https://riggs-malone.org/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
Lake Josephchester Medical Center,479 Sarah Fields Suite 470,Lake Josephchester,HI,83362,6348618094,rjones@example.org,http://www.vang-johnson.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
South Connie Clinic,952 Scott Lodge,South Connie,FL,14934,2074006829,emma99@example.com,http://brown-griffith.com/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
West Josephton Memorial Hospital,6543 King Summit,West Josephton,UT,82607,9049750930,amywilliams@example.net,https://williamson.com/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
Jerrybury Medical Clinic,0730 Mora Branch,Jerrybury,CO,84332,4169946075,ehartman@example.org,https://martinez-bennett.info/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
West Carrie Group,3436 Dunn Via,West Carrie,AK,22897,5919689695,cookrose@example.net,http://www.lopez-hays.info/,Mo - Su 8:00 - 16:00
Selenaside Medical Clinic,32481 Oneill Streets Apt. 913,Selenaside,AZ,06729,8165859583,othomas@example.net,https://ramsey-evans.com/,Mo - Su 8:00 - 16:00
New Louis University Medical Group,9654 Smith Greens Apt. 226,New Louis,VT,44976,9414366845,jessica44@example.org,https://www.moore.com/,Mo - Su 8:00 - 18:00
Lake Misty University Medical Group,1810 Phillips Burg,Lake Misty,VA,48462,7073474502,qforbes@example.org,https://baker.com/,Mo - Su 8:00 - 18:00
Perezland Medical Center,76972 Victor Plains,Perezland,FM,30811,6593305813,morristravis@example.net,http://www.fields.com/,Mo - Su 7:00 - 17:00
South Erikberg Memorial Hospital,9606 Donald Falls Suite 142,South Erikberg,IN,48954,1444117689,christina40@example.org,https://robinson.biz/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
North Erinstad Health Center,0096 Steven Spur,North Erinstad,IN,77127,5847144340,julie52@example.org,https://smith.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Toddstad Medical,429 Tammy Alley,Toddstad,NY,42629,5153882391,dawn36@example.org,http://www.boyd-thompson.com/,Mo - Su 10:00 - 16:00
South Amy Clinic,639 Stephenson Trace,South Amy,DC,39828,3487484262,gabrielleruiz@example.org,http://www.bean.com/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
South Mary Medical Clinic,504 Jacob Drive,South Mary,MH,66758,2938403772,rmays@example.com,http://fry.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
East Michele Memorial Hospital,55770 Elizabeth Parkways,East Michele,PW,29677,9543054000,ssimmons@example.net,http://www.shaffer-jones.com/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
Port Derekville Medical Center,0704 Brown Prairie,Port Derekville,ID,26782,4596332665,johnathanchoi@example.net,https://garcia-poole.org/,Mo - Su 8:00 - 19:00
Port Matthew Health Center,6015 Omar Course,Port Matthew,CA,74300,9749468485,william35@example.net,http://harris.org/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
New Deanna Group,6168 Wheeler Port,New Deanna,IN,63753,8498154360,hunter69@example.net,http://www.jones.info/,"Mo - Fr 10:00 - 19:00, Sa - Su Closed"
Lake Jasonfurt Medical,901 James Islands,Lake Jasonfurt,ID,11076,7219343546,kristinaellis@example.org,https://davis.com/,"Mo - Fr 9:00 - 18:00, Sa - Su Closed"
Hernandezfurt Medical Center,59687 Ashley Meadows Suite 389,Hernandezfurt,MD,01076,1485007685,darryl28@example.net,https://www.mcdonald.com/,Mo - Su 9:00 - 19:00
South Josephberg Medical Center,416 Dixon Prairie,South Josephberg,TN,83466,7043070173,katrina43@example.org,http://woods-peck.com/,Mo - Su 8:00 - 17:00
Burchbury Medical Clinic,0373 Rhonda Cove,Burchbury,TX,18142,5669305711,julie76@example.net,https://coleman.com/,Mo - Su 10:00 - 16:00
New Shane Health,077 Angela Square,New Shane,TN,11372,1197901674,waltersjulia@example.com,https://www.thompson-griffith.com/,Mo - Su 7:00 - 19:00
